Size (bp),F1: 1,F2: 2,F3: 3,F4: 4,F5: 1,F6: 2,F7: 3,F8: 4,F9: SampF9,F10: SampF10,F11: SampF11,F12: ladder
488355.00,-1.47,-42.82,38.07,-115.66,69.93,-58.72,17.51,-17.08,15.65,23.86,8.75,9.69
489082.16,-5.38,-39.68,53.71,-109.17,72.18,-57.11,20.22,-20.68,14.19,23.86,11.50,12.96
489809.31,-11.26,-37.64,59.64,-105.36,69.80,-51.08,14.01,-22.52,11.07,21.87,11.02,17.55
490536.47,-10.46,-38.18,57.07,-109.50,60.09,-45.81,6.53,-22.68,7.37,18.29,7.76,18.90
491263.62,-7.00,-37.46,53.38,-120.80,47.05,-42.55,6.44,-20.08,5.72,15.19,3.21,19.48
491990.78,-12.04,-31.61,50.93,-130.85,37.30,-39.86,14.64,-14.13,8.29,15.36,1.06,25.99
492717.91,-23.80,-24.07,48.39,-132.55,32.79,-37.25,23.47,-9.78,12.55,19.88,3.68,37.65
493445.06,-31.67,-20.82,46.38,-127.35,30.96,-34.19,27.82,-12.85,14.35,24.64,7.69,41.90
494172.22,-32.48,-22.03,46.15,-121.88,30.81,-29.42,29.16,-20.31,13.81,23.92,9.09,30.59
494899.37,-29.84,-23.21,47.01,-119.43,34.38,-24.50,28.85,-23.24,13.11,18.79,8.14,13.58
495626.53,-27.31,-21.50,47.87,-116.89,43.82,-24.20,26.90,-19.47,12.26,15.67,5.57,6.22
496353.69,-25.42,-18.36,51.14,-112.79,58.22,-30.40,23.20,-15.54,10.34,16.44,1.35,12.19
497080.84,-20.76,-18.38,54.19,-112.52,71.65,-39.56,14.87,-16.12,7.74,17.44,-2.42,24.41
497808.00,-12.86,-24.38,54.18,-118.19,75.86,-46.04,-0.08,-19.03,5.34,16.66,-2.49,34.42
498535.12,-7.83,-32.21,50.09,-120.75,67.92,-44.37,-15.47,-20.48,3.05,16.64,2.02,38.68
499262.28,-8.56,-35.38,44.80,-111.94,56.07,-33.38,-18.63,-19.61,0.24,20.14,7.79,38.96
499989.44,-8.68,-32.47,42.68,-98.15,54.64,-20.71,-21.80,-18.06,-2.31,24.87,9.78,37.32
500716.59,-2.53,-25.96,43.39,-93.93,69.32,-15.37,-17.25,-16.83,-2.76,26.65,7.28,33.63
501443.75,4.12,-19.37,41.55,-103.33,89.12,-16.73,-7.68,-15.18,-1.07,26.15,4.22,29.85
502170.91,2.68,-16.31,35.82,-116.76,96.16,-18.40,1.18,-13.70,0.24,25.32,3.38,30.40
502898.06,-3.00,-17.82,31.35,-126.41,84.82,-19.13,7.96,-15.32,-0.15,22.22,3.99,35.20
503625.22,-2.74,-22.44,31.06,-132.41,68.19,-23.07,12.55,-20.42,0.05,16.67,3.44,38.31
504352.37,4.14,-28.36,32.71,-133.33,61.83,-30.74,12.16,-25.30,2.33,13.34,0.18,35.68
505079.50,10.42,-32.21,33.57,-124.57,67.03,-35.47,5.67,-27.78,3.79,14.45,-3.30,29.36
505806.66,12.27,-30.77,32.46,-108.73,74.88,-32.35,-1.93,-28.47,1.03,16.62,-3.22,24.01
506533.81,10.87,-25.95,30.98,-97.26,77.33,-24.91,-6.08,-26.64,-4.59,17.52,-0.58,23.31
507260.97,7.05,-23.01,33.21,-97.05,70.54,-18.47,-9.49,-22.38,-8.14,19.11,1.23,27.67
507988.12,0.04,-24.04,40.46,-102.65,55.58,-15.11,-16.03,-19.82,-6.40,21.69,1.81,32.89
508715.28,-9.91,-27.92,48.59,-105.52,37.23,-16.86,-21.77,-20.14,-0.68,21.34,1.88,33.22
509442.44,-21.00,-34.10,52.42,-104.68,21.02,-23.85,-18.78,-16.93,5.20,16.62,1.46,27.29
510169.59,-30.62,-40.80,50.26,-104.52,12.25,-30.77,-6.92,-11.49,8.84,11.11,1.32,18.79
510896.72,-36.04,-43.53,42.62,-107.12,14.48,-32.83,4.94,-6.05,9.98,7.92,2.21,11.37
511623.87,-36.03,-41.71,30.33,-108.59,25.99,-31.62,9.54,5.20,8.97,8.01,4.23,6.41
512351.03,-30.29,-40.85,15.96,-102.88,38.05,-31.36,7.27,6.02,7.37,12.24,7.17,5.23
513078.19,-18.18,-43.11,4.09,-91.95,41.83,-32.19,1.65,-4.15,7.70,19.22,9.12,7.98
513805.34,-1.66,-44.13,-2.89,-86.60,40.33,-30.37,-5.16,-16.31,10.02,23.09,7.37,11.70
514532.50,13.21,-40.63,-7.20,-90.79,44.11,-25.40,-10.83,-23.49,11.84,18.97,2.65,13.81
515259.66,19.26,-33.54,-10.42,-95.62,53.34,-22.08,-12.18,-25.95,11.55,10.47,-1.47,15.43
515986.81,11.83,-26.57,-10.32,-96.04,57.54,-23.56,-10.11,-26.89,8.98,6.09,-4.03,17.31
516713.97,-7.58,-24.08,-7.09,-98.93,52.33,-27.84,-10.27,-27.95,4.09,7.40,-6.53,16.06
517441.09,-30.71,-26.26,-4.31,-107.32,45.00,-30.92,-13.98,-28.92,-1.67,8.33,-7.59,10.78
518168.25,-47.00,-28.44,-2.20,-112.82,43.35,-29.65,-16.92,-27.95,-4.11,6.74,-3.67,7.75
518895.41,-49.79,-27.19,0.86,-109.67,46.47,-23.90,-16.64,-22.23,-0.44,7.06,2.57,11.44
519622.56,-41.93,-22.64,3.95,-100.90,48.89,-18.35,-12.18,-12.94,6.09,11.03,2.07,17.86
520349.72,-32.99,-16.23,7.10,-96.29,47.96,-19.01,-3.09,-5.72,9.26,15.17,-6.43,21.15
521076.87,-28.90,-11.06,11.90,-91.68,43.36,-25.74,4.77,-3.58,7.35,17.26,-12.77,20.65
521804.03,-28.13,-10.53,17.03,-87.64,36.24,-32.32,2.71,-4.56,3.53,18.18,-11.45,18.93
522531.19,-27.02,-13.05,19.50,-91.98,30.46,-34.66,-7.77,-4.85,0.36,19.22,-7.73,16.18
523258.31,-25.42,-14.77,19.23,-100.26,28.34,-33.52,-14.88,-1.89,-1.48,20.07,-5.92,12.02
523985.47,-27.02,-16.39,18.98,-104.98,28.77,-30.07,-12.83,2.68,-1.66,18.42,-4.26,10.76
524712.62,-34.27,-19.63,22.12,-103.44,31.36,-25.43,-9.19,5.51,-1.28,14.17,-0.68,16.56
525439.81,-43.56,-22.91,29.41,-99.28,36.12,-22.41,-11.02,5.45,-0.93,11.64,3.35,25.84
526166.94,-48.62,-26.24,37.01,-99.31,40.93,-22.75,-13.20,1.57,1.75,13.57,4.49,31.64
526894.06,-50.32,-30.82,39.29,-105.62,43.42,-25.19,-7.51,-5.83,6.57,17.09,2.28,31.53
527621.25,-55.83,-34.20,32.74,-111.11,42.78,-27.52,3.21,-12.82,8.47,17.93,-0.11,27.00
528348.37,-64.31,-34.82,19.44,-109.05,39.69,-27.49,8.11,-17.09,5.99,15.02,-0.91,19.78
529075.56,-64.80,-34.80,7.24,-102.66,35.78,-23.31,2.83,-19.85,3.29,10.67,-0.84,11.31
529802.69,-50.45,-34.97,1.51,-98.67,33.03,-16.70,-6.51,-21.65,2.55,8.97,0.08,3.22
530529.87,-26.75,-33.84,0.07,-99.13,34.62,-12.13,-11.15,-22.69,2.63,12.90,2.18,-2.65
531257.00,-7.49,-31.39,-1.21,-104.08,42.33,-10.63,-7.83,-23.57,2.64,20.01,4.54,-4.40
531984.19,-2.83,-29.86,-2.86,-114.28,51.92,-10.20,-1.08,-22.25,3.13,23.27,6.38,-0.74
532711.31,-9.87,-29.81,-2.50,-126.69,56.85,-12.16,3.04,-16.06,4.88,19.82,8.71,7.29
533438.44,-19.51,-28.38,-0.39,-133.67,55.33,-18.31,2.40,-7.75,6.00,14.07,12.68,15.13
534165.62,-27.72,-24.86,1.72,-131.91,48.92,-24.79,-2.38,-2.34,4.41,10.88,16.07,17.73
534892.75,-34.37,-22.90,7.68,-126.91,40.02,-26.22,-7.00,-0.17,1.85,11.17,15.14,15.46
535619.94,-38.49,-23.24,10.53,-123.24,34.03,-22.67,-5.30,-0.52,0.00,13.81,10.55,13.31
536347.06,-40.08,-22.87,8.77,-117.39,36.01,-18.98,2.17,-5.14,-1.20,16.76,7.11,13.32
537074.25,-40.93,-22.15,6.15,-106.52,44.21,-18.53,9.16,-12.52,-0.81,17.73,7.27,13.53
537801.37,-41.69,-22.27,6.70,-95.55,52.31,-19.54,13.08,-17.01,0.79,17.05,8.07,12.30
538528.56,-42.25,-20.25,11.11,-91.52,56.02,-19.43,14.07,-16.77,1.57,16.77,5.97,9.95
539255.69,-43.09,-14.54,16.96,-95.99,56.42,-20.29,10.04,-15.87,1.78,15.92,2.51,7.67
539982.81,-42.46,-9.20,19.81,-103.46,58.70,-25.04,1.16,-17.78,3.12,12.86,1.99,4.99
540710.00,-37.50,-9.04,17.29,-107.83,63.95,-30.79,-7.63,-21.37,6.11,10.03,5.37,1.55
541437.12,-31.50,-14.41,12.61,-110.22,64.19,-32.54,-13.11,-23.35,10.02,10.92,9.15,0.47
542164.31,-32.54,-21.00,9.01,-114.44,53.47,-30.10,-15.64,-22.35,12.34,15.81,10.03,2.77
542891.44,-41.16,-24.78,5.49,-118.68,39.13,-26.41,-14.91,-19.83,10.28,21.96,8.50,4.02
543618.62,-46.70,-26.47,2.59,-119.94,32.81,-24.51,-11.05,-17.21,4.65,26.11,6.38,1.57
544345.75,-40.26,-28.03,2.85,-120.60,35.10,-26.63,-7.56,-13.55,-0.99,27.97,3.60,-1.38
545072.87,-24.38,-28.50,5.48,-123.79,38.37,-31.38,-6.73,-7.02,-3.70,28.47,0.80,0.01
545800.06,-6.62,-27.80,9.53,-127.41,40.33,-35.46,-6.04,1.28,-1.82,26.34,0.08,5.79
546527.19,8.35,-27.31,15.44,-126.40,44.15,-37.57,-5.34,6.96,3.58,22.15,1.51,11.06
547254.37,18.54,-25.43,19.69,-119.68,48.04,-36.52,-0.76,6.24,7.97,19.71,3.71,13.75
547981.50,24.59,-21.91,17.70,-112.68,47.22,-31.02,2.85,0.21,8.59,19.57,5.54,15.73
548708.69,29.07,-21.25,9.80,-110.85,43.32,-21.96,0.60,-3.62,7.17,17.82,5.81,16.37
549435.81,32.12,-23.98,-0.17,-114.02,41.29,-12.10,-5.55,2.89,5.76,13.10,5.31,14.05
550163.00,32.44,-24.41,-6.76,-119.21,41.12,-5.80,-9.41,17.55,4.44,9.34,5.98,11.05
550890.12,30.66,-21.83,-5.43,-122.76,39.70,-6.19,-7.30,26.26,3.30,9.06,7.10,11.00
551617.25,27.00,-23.34,2.22,-120.20,36.85,-11.28,-0.78,18.12,2.56,8.82,7.10,13.66
552344.44,20.98,-31.55,9.32,-111.10,35.72,-16.78,7.00,-0.81,2.11,5.46,6.93,14.14
553071.56,14.54,-38.90,10.96,-98.43,37.65,-20.56,15.55,-16.32,3.01,1.96,7.66,9.05
553798.75,7.85,-40.17,7.73,-82.18,39.28,-22.59,25.84,-23.39,6.61,2.72,7.82,2.33
554525.87,-2.75,-40.02,3.81,-66.67,38.29,-23.48,37.05,-25.97,11.22,7.00,5.32,0.35
555253.06,-16.57,-41.48,3.26,-65.53,38.80,-23.51,44.53,-27.73,12.26,11.97,0.90,2.70
555980.19,-26.32,-41.40,6.71,-83.92,44.74,-21.95,43.99,-29.35,7.41,17.56,-2.64,3.68
556707.37,-27.66,-40.47,12.67,-107.59,52.51,-18.79,39.27,-29.57,-0.34,23.28,-4.23,2.09
557434.50,-23.64,-40.72,19.78,-120.03,55.60,-17.06,37.40,-26.91,-6.39,25.98,-4.62,1.62
558161.62,-18.93,-38.27,24.66,-121.65,51.39,-19.37,36.27,-21.48,-8.40,23.79,-4.28,3.03
558888.81,-15.45,-31.71,23.50,-124.57,42.50,-23.71,29.23,-16.39,-6.33,18.21,-3.54,5.97
559615.94,-13.95,-25.84,18.64,-133.21,34.43,-26.60,16.73,-16.32,-2.64,12.38,-2.52,10.83
560343.12,-15.19,-23.57,15.15,-141.81,30.08,-27.17,4.17,-21.89,-0.46,7.95,-0.74,12.69
561070.25,-20.03,-24.50,11.87,-147.17,27.39,-26.95,-3.83,-28.04,-0.49,4.58,2.12,8.45
561797.44,-30.23,-27.39,5.36,-148.36,25.65,-28.65,-3.86,-30.09,-1.92,2.95,6.07,4.99
562524.56,-44.09,-27.69,-1.01,-140.03,29.86,-32.66,2.22,-28.66,-3.68,3.78,10.22,7.13
563251.75,-53.36,-20.64,-0.63,-121.89,43.63,-34.88,7.39,-27.36,-3.74,5.18,12.17,11.35
563978.87,-53.83,-9.15,6.29,-104.72,61.15,-32.27,9.13,-27.16,-1.09,5.93,10.44,14.35
564706.00,-50.46,-1.52,12.14,-94.94,73.00,-28.02,9.43,-26.23,2.64,7.16,6.63,15.35
565433.19,-47.55,-2.19,10.40,-87.65,77.23,-25.94,6.74,-24.00,5.30,10.14,4.25,14.96
566160.31,-45.92,-9.54,3.37,-80.61,77.47,-23.04,-0.17,-20.07,6.18,15.11,5.65,16.09
566887.50,-45.65,-18.93,-0.71,-78.81,75.65,-15.88,-4.73,-13.27,5.78,20.45,8.94,20.23
567614.62,-44.75,-25.52,1.53,-85.19,73.95,-11.07,1.92,-6.21,4.88,23.56,9.32,26.20
568341.81,-42.45,-27.10,6.18,-97.36,76.75,-16.02,18.32,-3.72,3.95,23.06,5.45,32.87
569068.94,-39.35,-24.68,9.04,-111.28,82.48,-24.80,30.31,-6.01,2.69,18.73,1.22,37.61
569796.06,-34.33,-20.95,9.72,-122.84,83.04,-27.44,26.14,-8.97,0.66,12.33,0.33,35.76
570523.25,-29.22,-18.60,8.94,-127.83,77.11,-24.63,10.39,-9.33,-0.50,8.13,3.17,26.09
571250.37,-27.09,-17.86,4.55,-124.67,70.43,-23.37,-3.72,-7.64,0.99,7.92,6.80,13.42
571977.56,-25.24,-17.11,0.32,-116.47,63.30,-26.17,-9.53,-6.65,2.87,9.40,7.13,3.50
572704.69,-21.98,-17.62,-3.91,-107.49,52.69,-29.00,-8.83,-7.04,2.87,10.82,4.07,-2.48
573431.87,-22.35,-22.80,-8.55,-101.38,44.06,-27.81,-5.42,-5.53,3.22,12.40,1.91,-6.17
574159.00,-28.21,-30.83,-0.90,-102.33,49.08,-23.58,-2.79,1.40,4.73,15.13,3.66,-7.35
574886.19,-32.78,-35.57,15.42,-110.58,70.59,-20.06,-4.43,10.97,4.50,19.05,7.57,-3.40
575613.31,-30.25,-34.50,26.69,-119.41,98.09,-20.36,-10.91,15.44,2.82,21.78,9.92,6.85
576340.44,-22.79,-28.94,24.82,-123.61,121.07,-23.62,-17.24,12.02,3.09,22.52,9.83,18.84
577067.62,-16.73,-20.85,16.90,-126.24,138.02,-24.71,-17.52,4.84,5.29,23.19,9.26,24.92
577794.75,-17.03,-14.25,12.53,-131.14,150.68,-21.29,-12.32,1.41,6.57,23.32,9.66,23.13
578521.94,-22.96,-13.00,10.25,-134.14,159.24,-16.59,-7.13,-2.02,6.14,20.65,10.61,18.73
579249.06,-28.30,-14.88,6.55,-129.46,163.78,-13.93,-5.27,-6.15,5.77,15.33,10.71,16.86
579976.25,-29.26,-14.75,5.37,-121.91,164.70,-14.21,-6.86,-5.84,6.90,9.54,9.44,18.70
580703.37,-29.57,-12.32,9.98,-120.99,161.94,-16.71,-10.66,-3.47,7.88,5.42,7.96,21.84
581430.56,-35.08,-11.05,16.08,-125.43,157.26,-19.52,-13.26,-4.06,5.99,4.94,6.01,22.87
582157.69,-45.70,-12.63,17.48,-127.05,155.23,-20.68,-12.04,-7.91,1.91,9.44,2.12,22.08
582884.81,-55.33,-15.71,12.87,-125.55,157.83,-19.66,-8.45,-9.14,-1.06,16.64,-1.50,21.41
583612.00,-58.96,-17.98,6.00,-128.00,162.09,-17.29,-4.04,-2.92,-0.55,20.21,-1.97,19.21
584339.12,-56.17,-17.72,2.43,-136.15,165.12,-15.21,2.13,6.07,2.77,17.38,-1.48,15.16
585066.31,-49.48,-13.98,4.82,-141.57,165.66,-16.71,9.49,7.94,5.95,12.74,-1.84,14.80
585793.44,-41.06,-8.44,9.79,-135.85,163.54,-22.90,14.82,1.40,7.47,11.57,-0.95,20.22
586520.62,-36.51,-5.81,12.66,-120.74,161.33,-28.46,16.17,-4.41,7.68,14.47,1.57,25.32
587247.75,-31.95,-7.71,13.61,-104.94,160.63,-28.55,14.18,0.26,5.57,18.06,3.76,24.98
587974.94,-25.32,-11.02,15.42,-96.33,159.60,-25.49,9.79,15.83,0.99,17.40,3.62,19.40
588702.06,-24.67,-13.27,18.84,-99.12,157.83,-22.89,2.87,28.70,-3.60,11.24,-0.35,11.17
589429.19,-26.56,-13.87,22.30,-111.51,154.77,-20.22,-6.16,25.47,-6.95,5.48,-5.97,4.18
590156.37,-23.51,-13.38,23.34,-124.41,146.09,-17.09,-13.69,11.20,-8.70,6.18,-8.25,1.11
590883.50,-12.93,-14.08,20.40,-127.96,131.68,-15.72,-14.57,0.21,-7.36,11.17,-6.14,1.67
591610.69,1.74,-16.63,13.50,-121.55,119.80,-15.91,-8.42,-1.53,-4.29,14.02,-3.91,5.97
592337.81,12.71,-18.36,4.49,-114.41,115.59,-15.45,-4.08,2.52,-3.41,12.98,-4.50,14.39
593065.00,13.00,-18.17,-3.63,-115.35,113.91,-14.94,0.26,5.15,-5.08,10.65,-5.26,22.24
593792.12,5.16,-18.68,-8.27,-124.23,108.92,-16.04,7.76,2.32,-5.92,7.67,-2.60,22.56
594519.25,-2.63,-21.61,-6.34,-132.54,103.12,-19.37,11.82,-2.47,-3.27,3.07,2.38,17.27
595246.44,-8.07,-25.14,2.33,-131.67,102.16,-24.07,10.31,-4.16,2.45,-1.51,5.88,14.77
595973.56,-13.95,-27.52,10.14,-121.73,107.47,-26.61,4.43,-2.53,7.55,-3.76,5.92,16.52
596700.75,-21.60,-28.55,10.45,-110.32,117.16,-25.17,-0.71,-0.10,8.39,-3.67,3.90,16.71
597427.87,-28.16,-25.73,6.25,-103.07,128.05,-22.85,-2.56,1.52,5.18,-1.61,2.97,13.02
598155.06,-28.66,-17.12,2.38,-100.17,136.20,-21.06,-4.66,1.71,1.21,1.37,4.25,9.26
598882.19,-23.89,-7.53,0.23,-99.53,139.48,-17.54,-10.25,-1.15,0.09,2.51,6.03,8.63
599609.37,-20.74,-4.03,2.25,-98.92,138.88,-12.35,-16.40,-8.14,2.10,1.35,5.97,9.93
600336.50,-20.77,-7.76,11.35,-98.59,136.15,-8.71,-18.25,-16.46,3.01,0.38,2.88,10.29
601063.62,-19.79,-13.99,24.45,-101.84,129.91,-10.60,-16.03,-22.47,0.39,0.89,-2.37,9.20
601790.81,-18.60,-16.72,32.89,-108.81,117.81,-19.84,-13.84,-25.34,-1.57,2.67,-7.05,9.48
602517.94,-20.77,-13.44,31.36,-115.23,103.98,-31.15,-12.93,-25.19,1.47,5.56,-8.48,13.33
603245.12,-23.42,-8.28,22.44,-119.09,96.57,-35.08,-11.93,-21.74,5.71,9.58,-6.97,18.00
603972.25,-21.19,-8.20,12.84,-119.59,96.73,-29.22,-11.24,-15.87,4.59,14.09,-5.83,20.35
604699.44,-15.94,-14.10,8.06,-113.03,97.92,-20.49,-9.55,-10.26,0.67,16.74,-6.16,22.41
605426.56,-14.51,-19.69,8.02,-99.94,95.08,-14.82,-2.07,-7.31,1.07,15.85,-5.48,25.33
606153.75,-19.01,-19.78,8.46,-91.28,88.56,-11.75,11.14,-6.43,3.81,14.22,-3.26,25.10
606880.87,-25.52,-15.57,7.84,-98.00,81.38,-10.82,22.19,-3.64,2.49,15.56,-2.15,20.52
607608.00,-32.54,-12.56,7.60,-116.14,77.54,-14.16,22.83,2.68,-1.58,18.12,-2.49,15.32
608335.19,-43.44,-14.79,7.73,-123.47,79.28,-20.31,12.25,5.26,-3.03,17.94,-2.60,11.85
609062.31,-57.31,-20.15,7.67,-130.80,83.27,-23.64,-0.89,-3.05,-0.81,14.92,-3.54,10.62
609789.50,-64.12,-23.31,6.81,-134.03,84.55,-21.91,-6.68,-14.48,1.95,11.84,-5.65,10.79
610516.62,-53.73,-24.32,4.66,-129.59,84.56,-18.61,-4.04,-17.02,1.99,11.69,-4.88,8.84
611243.81,-28.27,-28.50,2.50,-123.03,88.46,-16.92,0.57,-14.15,-0.72,15.72,-0.05,2.96
611970.94,-3.40,-35.37,-5.51,-118.00,96.17,-15.89,1.31,-16.66,-3.53,20.61,2.95,-1.96
612698.12,6.52,-37.28,-11.67,-118.53,101.67,-14.61,-1.74,-24.54,-4.13,20.22,-0.19,0.81
613425.25,1.37,-32.72,-11.73,-124.78,99.71,-14.83,-4.47,-29.28,-2.30,12.42,-6.28,10.39
614152.37,-10.75,-29.01,-6.32,-129.77,91.55,-17.11,-4.97,-24.32,-0.62,2.92,-10.37,18.23
614879.56,-21.65,-29.35,2.82,-127.92,83.95,-20.11,-4.46,-11.00,-2.08,-0.32,-10.99,18.56
615606.69,-23.61,-29.33,11.47,-122.06,81.55,-23.18,-3.72,1.20,-5.53,4.80,-8.40,14.56
616333.87,-15.03,-26.48,13.17,-117.42,81.77,-25.48,-3.36,5.33,-7.45,14.43,-3.19,12.13
617061.00,-4.54,-23.46,7.88,-116.31,80.40,-25.71,-4.92,3.79,-6.96,23.41,1.51,12.21
617788.19,-2.36,-22.46,2.70,-119.60,79.29,-24.48,-7.92,0.04,-5.00,27.95,2.18,13.24
618515.31,-10.72,-23.01,2.28,-125.17,83.00,-22.82,-9.48,-5.44,-2.68,26.81,0.56,15.76
619242.44,-24.82,-24.63,5.60,-128.00,91.46,-20.18,-8.89,-10.23,-1.92,21.71,0.70,20.10
619969.62,-38.50,-26.96,10.49,-127.94,100.52,-17.71,-8.45,-11.25,-2.54,16.21,2.14,24.29
620696.75,-47.30,-27.65,14.83,-130.86,106.45,-18.85,-10.32,-9.07,-1.85,12.62,2.91,26.87
621423.94,-51.14,-24.49,15.49,-139.68,107.12,-22.63,-14.73,-6.59,-0.44,10.04,3.80,28.68
622151.06,-53.77,-18.52,12.13,-151.72,102.21,-23.29,-18.68,-6.54,-1.84,7.35,4.46,30.70
622878.25,-55.63,-13.20,9.39,-162.13,97.99,-21.54,-16.58,-10.09,-6.06,6.61,2.71,31.20
623605.37,-53.04,-12.18,10.09,-164.57,93.76,-19.79,-6.91,-15.21,-9.15,10.01,-0.18,26.65
624332.56,-46.93,-14.61,11.11,-154.91,84.09,-18.13,3.34,-17.87,-8.07,15.21,-0.38,18.22
625059.69,-41.70,-14.75,10.21,-137.69,74.52,-21.21,6.34,-16.19,-3.30,18.21,2.40,13.80
625786.81,-36.57,-11.60,9.01,-122.96,66.61,-24.38,2.03,-12.06,2.62,18.62,4.55,17.44
626514.00,-29.07,-10.19,7.27,-112.29,60.70,-23.72,-4.09,-8.74,7.20,18.30,4.13,23.30
627241.12,-21.72,-10.84,3.40,-97.02,55.21,-20.38,-6.95,-7.96,8.58,17.85,2.63,25.11
627968.31,-18.00,-9.16,-0.60,-80.12,49.89,-16.19,-5.92,-10.02,5.85,16.19,1.54,23.15
628695.44,-18.43,-5.09,-1.78,-80.69,46.41,-12.03,-4.60,-13.99,0.20,12.69,1.63,20.68
629422.62,-20.55,-1.29,-1.09,-101.77,45.25,-8.92,-5.29,-16.69,-4.73,9.50,3.43,20.07
630149.75,-19.08,3.12,-1.31,-120.74,45.46,-7.81,-6.80,-14.62,-5.05,10.09,5.54,21.79
630876.94,-11.65,7.91,-1.36,-122.44,46.85,-9.05,-8.38,-8.61,-0.39,14.24,5.84,24.99
631604.06,-4.50,8.74,4.47,-114.65,49.25,-11.48,-10.55,-4.93,6.27,17.11,5.53,27.82
632331.19,-5.89,5.10,18.38,-109.51,52.12,-13.61,-12.27,-8.46,11.89,15.46,7.89,27.03
633058.37,-16.24,1.16,31.06,-108.87,56.65,-15.26,-11.91,-14.60,14.27,13.05,11.16,21.62
633785.50,-30.30,-1.48,30.00,-107.85,64.58,-15.92,-10.67,-14.17,13.23,15.92,9.41,16.79
634512.69,-42.94,-3.43,16.80,-104.73,75.01,-13.81,-9.98,-4.75,10.97,22.18,2.72,17.83
635239.81,-49.90,-4.50,5.90,-103.88,84.72,-8.98,-7.98,7.96,8.48,23.74,-2.20,22.03
635967.00,-51.10,-5.24,4.64,-109.17,90.17,-4.43,-4.46,14.22,5.61,19.13,-1.99,23.13
636694.12,-52.33,-6.18,5.52,-116.06,89.56,-3.00,-4.53,7.41,4.33,14.55,0.49,21.17
637421.31,-56.63,-5.01,0.82,-115.85,85.44,-4.54,-11.49,-7.91,5.59,12.53,2.45,21.74
638148.44,-58.02,0.12,-5.18,-110.20,82.95,-5.34,-16.38,-22.57,6.30,10.36,4.57,25.15
638875.56,-49.91,5.78,-4.08,-109.06,82.59,-0.60,-21.26,-33.14,4.21,8.20,7.70,25.36
639602.75,-35.87,6.42,2.67,-112.63,80.53,9.58,-27.16,-37.46,1.03,9.06,9.39,21.37
640329.87,-25.08,2.09,4.35,-113.54,78.78,18.57,-26.40,-32.37,-0.48,11.49,7.70,17.57
641057.06,-21.16,-2.30,-4.46,-111.18,85.48,19.41,-20.97,-21.74,1.01,11.27,5.60,14.32
641784.19,-22.43,-4.45,-14.64,-108.03,101.33,12.56,-14.88,-15.10,4.23,9.38,6.13,9.60
642511.37,-27.10,-4.66,-14.53,-103.29,113.84,5.21,-10.08,-16.56,6.69,10.08,8.24,4.65
643238.50,-32.95,-0.77,-6.66,-98.51,112.55,2.45,-6.06,-21.70,8.04,13.05,10.15,1.95
643965.62,-37.95,7.66,-1.69,-98.18,103.13,2.49,-2.76,-25.11,8.83,14.81,9.73,2.54
644692.81,-42.36,14.20,-1.64,-102.84,95.15,1.64,-0.86,-25.54,8.26,14.94,5.14,5.62
645419.94,-46.91,14.34,-1.46,-108.92,88.05,0.26,-0.07,-24.40,6.11,15.06,0.64,9.78
646147.12,-49.85,12.04,-0.41,-113.40,80.31,1.36,-0.18,-23.26,3.69,15.57,2.64,14.23
646874.25,-49.29,9.85,-1.88,-113.95,75.71,4.17,-2.12,-19.29,3.11,15.76,9.09,18.56
647601.44,-46.47,5.03,-5.01,-109.65,73.80,5.42,-7.06,-17.72,4.80,14.25,12.50,23.67
648328.56,-44.65,-1.34,-4.34,-104.61,68.66,5.29,-14.23,-21.77,5.71,11.10,10.39,30.19
649055.75,-46.58,-5.52,-3.67,-105.62,58.46,5.75,-18.76,-27.75,3.58,9.73,5.86,34.02
649782.87,-52.02,-9.13,3.76,-114.95,48.69,6.98,-16.07,-28.82,-0.12,12.48,1.87,29.52
650510.00,-55.59,-13.53,9.64,-127.58,47.16,8.98,-9.44,-23.51,-2.54,15.89,-0.91,18.32
651237.19,-52.23,-14.29,7.91,-136.47,58.43,11.22,-6.39,-16.77,-1.55,15.65,-2.62,9.76
651964.31,-45.71,-9.92,3.34,-140.59,78.11,11.66,-8.20,-13.85,1.43,12.26,-2.41,11.07
652691.50,-45.56,-5.98,4.33,-144.50,91.40,9.61,-9.36,-15.06,2.86,8.43,-0.49,19.96
653418.62,-54.15,-5.88,11.41,-148.52,87.01,7.25,-7.31,-16.48,3.13,6.10,0.22,28.50
654145.81,-63.28,-6.73,18.85,-147.75,72.77,6.92,-6.45,-15.39,3.96,5.12,-0.61,31.64
654872.94,-65.14,-5.37,22.74,-141.78,66.37,7.74,-10.48,-13.24,4.42,2.61,0.19,29.76
655600.12,-58.88,-2.66,21.76,-134.78,72.40,7.14,-16.98,-12.22,5.33,-1.71,1.66,25.05
656327.25,-48.08,-1.45,15.80,-128.36,80.64,5.82,-21.07,-11.08,7.70,-2.91,0.27,18.16
657054.37,-40.12,-2.92,6.63,-123.36,84.93,6.40,-20.94,-7.82,7.91,1.80,-2.16,9.33
657781.56,-41.90,-5.44,-3.36,-122.80,88.27,8.08,-18.04,-4.75,4.32,9.88,-1.05,2.08
658508.69,-49.66,-5.81,-11.92,-125.02,89.83,6.82,-12.94,-5.64,0.98,17.00,3.32,1.55
